"Name","id","Source","Phone","Website/Social Media","Category","Latitude","Longitude","Address","Status","Pickup Offered","Delivery Offered","Notes","Hours","Delivery Apps","MWBE","Black Owned Business","Instagram","Sub-Category","Outdoor Dining","Indoor Dining","Order Website","Last Updated","Created time","Delivery/Pickup Notes","Owners","Images","Email","Special Accommodation Hours"
"Sidewalk Tacos",3639,"Restaurant","646-454-9255/646-454-9966","http://sidewalktacos.com","Restaurants/Bars",40.794093,-73.940259,"2163 Second Avenue, New York, NY 10029 ","Open","Yes","Yes","
","Monday- Sunday 11am-8pm
","###  IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/sidewalk-tacos-2163-2nd-ave-new-york/452893?gclid=EAIaIQobChMIhvis3sWh6AIV2IVaBR2o4wXREAAYAiAAEgKcAfD_BwE&gclsrc=aw.ds), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/sidewalk-tacos/fjP_hvFXRTyKovIyyRZ37w)

",,,"https://www.instagram.com/sidewalktacos/","Restaurant/Bar","no","no","###  IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/sidewalk-tacos-2163-2nd-ave-new-york/452893?gclid=EAIaIQobChMIhvis3sWh6AIV2IVaBR2o4wXREAAYAiAAEgKcAfD_BwE&gclsrc=aw.ds), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/sidewalk-tacos/fjP_hvFXRTyKovIyyRZ37w)

","2020-11-14","2020-06-15T20:53:30.000Z",,,,,
"Sisters Cuisine",3640,"UGC website","212-410-3000","https://www.sisterscuisineharlem.com","Restaurants/Bars",40.805079,-73.940816,"47 East 124th Street, New York, NY 10035 ","Open","Yes","Yes","POSTMATES, doordash, uber eats
","Tuesday- Sunday 11 a.m.-9 p.m
","### [POSTMATES](https://postmates.com/merchant/sisters-carribean-cuisine-new-york), [DOORDASH](https://www.doordash.com/store/sisters-caribbean-cuisine-new-york-134056/), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/sisters-caribbean-cuisine/qc0bh3v8T52Y2__C1IxaHw)

",true,true,"https://www.instagram.com/sisterscuisineharlem/","Restaurant/Bar","yes","no","### [POSTMATES](https://postmates.com/merchant/sisters-carribean-cuisine-new-york), [DOORDASH](https://www.doordash.com/store/sisters-caribbean-cuisine-new-york-134056/), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/sisters-caribbean-cuisine/qc0bh3v8T52Y2__C1IxaHw)

","2020-11-21","2020-06-15T20:53:30.000Z",,,"[object Object]",,
"Sita Thai",3641,"UGC website","646-901-5623","https://www.sitathainyc.com","Restaurants/Bars",40.828944,-73.949066,"3609 Broadway, New York, NY 10031 ","Open","Yes","Yes","grubhub
","Monday-Sunday 12pm-11pm
","### [GRUBHUB](https://nhema.squarespace.com/buddha%20tahttps://www.grubhub.com/restaurant/sita-thai-3609-broadway-ave-new-york/806588co%20bar%20%E2%80%94%203628%20broadway%20(149th/150th),%20646-478-8086,%20daily%2012-7%20p.m.%20(reduced%20hours):%20uber%20eats,%20postmates,%20doordash)

",,,,"Restaurant/Bar","no",,"### [GRUBHUB](https://nhema.squarespace.com/buddha%20tahttps://www.grubhub.com/restaurant/sita-thai-3609-broadway-ave-new-york/806588co%20bar%20%E2%80%94%203628%20broadway%20(149th/150th),%20646-478-8086,%20daily%2012-7%20p.m.%20(reduced%20hours):%20uber%20eats,%20postmates,%20doordash)

","2020-11-14","2020-06-15T20:53:30.000Z",,,,,
"Solace Bar & Grill",3643,"UGC website",,,"Restaurants/Bars",40.824797,-73.951264,"3496 Broadway, New York, NY 10031 ","Closed","Yes","Yes","Scheduled to reopen January 2021
","Wednesday-Sunday 4pm-8pm
","### [IN-HOUSE](https://www.solacebar.com/order-online)

",,,"https://www.instagram.com/solacebarandgrill/","Restaurant/Bar","no",,"### [IN-HOUSE](https://www.solacebar.com/order-online)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Sottocasa",3644,"AH","646-928-4870","https://sottocasanyc.com/harlem/","Restaurants/Bars",40.805579,-73.947526,"227 Malcolm X Boulevard, New York, NY 10027 ","Open","Yes","Yes","IN-HOUSE, 10 PERCENT OFF ORDERS ON THE WEBSITE & free margherita pizza when you purchase a bottle of wine
","Daily 5-10 p.m.
","###  [IN-HOUSE](https://sottocasanyc.com/order-online/#/restaurants/sottacasa/6477)

",,,"https://www.instagram.com/sottocasa_harlem/","Restaurant/Bar","yes","yes","###  [IN-HOUSE](https://sottocasanyc.com/order-online/#/restaurants/sottacasa/6477)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Spice Hut Indian",3645,"UGC website","646-859-7055","https://www.spicehutnyc.com/","Restaurants/Bars",40.789675,-73.942797,"2036 Second Avenue, New York, NY 10029 ","Open","Yes","Yes","IN-HOUSE, grubhub, doordash, postmates, uber eats, HAD BEEN CLOSED, BUT OPEN AS OF MAY 1! 30% OFF YOUR FIRST ORDER PLACED VIA THEIR WEBSITE
","		
","Inhouse

",,,"https://www.instagram.com/spicehut_indian/","Restaurant/Bar","no",,,"2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Sugar Hill Creamery",3646,"Restaurant","212-634-9004","https://www.sugarhillcreamery.com/party","Restaurants/Bars",40.803968,-73.947793,"184 Malcolm X Boulevard, New York, NY 10026 ","Open","Yes","Yes","GRUBHUB, POSTMATES, UBER EATS, try out their ice cream subscription
","Monday-Sunday 1pm-10pm
","### [INHOUSE,](https://www.sugarhillcreamery.com/nationwide) [DOORDASH](https://www.doordash.com/store/sugar-hill-creamery-new-york-397237/?utm_campaign=gpa), [GRUBHUB](https://www.grubhub.com/restaurant/sugar-hill-creamery-184-lenox-ave-new-york/1388503?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/sugar-hill-creamery-184-lenox-ave-new-york/1388503?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [POSTMATES](https://postmates.com/merchant/bc448bfe-86d6-4258-a151-237b958028a3), [UBEREATS](https://www.ubereats.com/new-york/food-delivery/sugar-hill-creamery-harlem/gP2fLQLBSAC2r9eNGXecUw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [TRYCAVIAR](https://www.trycaviar.com/store/sugar-hill-creamery-new-york-397237/?utm_campaign=gpa)

",true,true,"https://www.instagram.com/sugarhillicecream/","Restaurant/Bar","yes","no","### [INHOUSE,](https://www.sugarhillcreamery.com/nationwide) [DOORDASH](https://www.doordash.com/store/sugar-hill-creamery-new-york-397237/?utm_campaign=gpa), [GRUBHUB](https://www.grubhub.com/restaurant/sugar-hill-creamery-184-lenox-ave-new-york/1388503?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/sugar-hill-creamery-184-lenox-ave-new-york/1388503?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [POSTMATES](https://postmates.com/merchant/bc448bfe-86d6-4258-a151-237b958028a3), [UBEREATS](https://www.ubereats.com/new-york/food-delivery/sugar-hill-creamery-harlem/gP2fLQLBSAC2r9eNGXecUw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [TRYCAVIAR](https://www.trycaviar.com/store/sugar-hill-creamery-new-york-397237/?utm_campaign=gpa)

","2020-10-29","2020-06-15T20:53:30.000Z",,"Nicholas Larsen and Petrushka Bazin Larsen",,,
"Sugar Monk Lounge",3647,"Restaurant","917-409-0028","https://sugarmonklounge.com/home","Restaurants/Bars",40.808918,-73.951737,"2292 Frederick Douglass Boulevard, New York, NY 10027 ","Open","Yes","Yes","
","Tuesday - Sunday 5pm-12am	
","### [IN-HOUSE](https://sugarmonklounge.com/cocktails-to-go), DOORDASH

",true,,,"Restaurant/Bar","yes","yes","### [IN-HOUSE](https://sugarmonklounge.com/cocktails-to-go), DOORDASH

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Super Nice Coffee & Bakery",3648,"UGC website","917-261-5069",,"Restaurants/Bars",40.79903,-73.941056,"156 East 117th Street, New York, NY 10035 ","Open","Yes","Yes","POSTMATES, doordash, uber eats, add virtual tips for staff here, plus let them know if you like the idea of “bread day” here. plus now Fridaydays-Sundaydays they’re offering late-night donuts from 7-11 p.m.
","Tuesday - Sunday 8 a.m.-5 p.m
","### [POSTMATES](https://postmates.com/merchant/super-nice-coffee-and-bakery-new-york), [DOORDASH](https://www.doordash.com/store/super-nice-coffee-and-bakery-new-york-706060/), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/super-nice-coffee-and-bakery/CKTVj2rKSZ6UPjz1Qg0k0A),


",,,"https://www.instagram.com/supernicenyc/","Restaurant/Bar","no","n/a","### [POSTMATES](https://postmates.com/merchant/super-nice-coffee-and-bakery-new-york), [DOORDASH](https://www.doordash.com/store/super-nice-coffee-and-bakery-new-york-706060/), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/super-nice-coffee-and-bakery/CKTVj2rKSZ6UPjz1Qg0k0A),


","2020-10-29","2020-06-15T20:53:30.000Z",,,,"Fridaydays-Sundaydays they’re offering late-night donuts from 7-11 p.m.",
"Sweet Chef Southern Style Bakery",3649,"Restaurant","212-862-5909",,"Restaurants/Bars",40.824058,-73.949353,"122 Hamilton Place, New York, NY 10031","Open","Yes","Yes","
","Monday-Saturday 12pm-8:30pm Sunday 12pm-7pm
","###  [GRUBHUB](https://www.grubhub.com/restaurant/sweet-chef-southern-style-bakery-122-hamilton-pl-new-york/2051019), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/sweet-chef-southern-style-bakery/6lG9FNbsSTG5YJfGXOzEYg)

",true,true,,"Restaurant/Bar","no","no","###  [GRUBHUB](https://www.grubhub.com/restaurant/sweet-chef-southern-style-bakery-122-hamilton-pl-new-york/2051019), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/sweet-chef-southern-style-bakery/6lG9FNbsSTG5YJfGXOzEYg)

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Sylvia's Restaurant",3650,"UGC website","212-996-0660","www.sylviasrestaurant.com","Restaurants/Bars",40.808588,-73.944428,"328 Malcolm X Boulevard, New York, NY 10027 ","Open","Yes","Yes","Uber Eats, postmates, doordash, check out the sylvias family package that feeds 4-5 people for $50 (family-style Fridayed or baked chicken with two sides)
","Monday-Sunday 11 a.m.-8 p.m.
","### [UBER EATS](https://www.ubereats.com/new-york/food-delivery/sylvias-restaurant-harlem/usyPTRwdTbyydf_TmNwG2g), [POSTMATES](https://postmates.com/merchant/sylvias-new-york), [DOORDASH](https://www.doordash.com/store/sylvia-s-restaurant-new-york-134154/187009/),

",true,true,"https://www.instagram.com/sylviasrestaurant/","Restaurant/Bar","no","yes","### [UBER EATS](https://www.ubereats.com/new-york/food-delivery/sylvias-restaurant-harlem/usyPTRwdTbyydf_TmNwG2g), [POSTMATES](https://postmates.com/merchant/sylvias-new-york), [DOORDASH](https://www.doordash.com/store/sylvia-s-restaurant-new-york-134154/187009/),

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Taco Mix",3651,"Ugc website","212-289-2693","https://www.tacomix.co/","Restaurants/Bars",40.797142,-73.93876,"234 East 116th Street, New York, NY 10029 ","Open","Yes","Yes","in-house, grubhub, POSTMATES, uber eats, 10% discount for orders placed in-house
","Monday-Sunday 1 p.m.-3 a.m.
","### [IN-HOUSE](https://tacomix.co/), [GRUBHUB](https://www.grubhub.com/restaurant/taco-mix-234-e-116th-st-new-york/301763), [POSTMATES](https://postmates.com/merchant/taco-mix-new-york), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/taco-mix-east-harlem/dS0vj9bpQCSd-E7pssIr8w?promo=de5ddd46-3c36-4e62-80d5-8bc8a5dcba0e))

",true,,"https://www.instagram.com/tacomixusa/","Restaurant/Bar","yes","no","### [IN-HOUSE](https://tacomix.co/), [GRUBHUB](https://www.grubhub.com/restaurant/taco-mix-234-e-116th-st-new-york/301763), [POSTMATES](https://postmates.com/merchant/taco-mix-new-york), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/taco-mix-east-harlem/dS0vj9bpQCSd-E7pssIr8w?promo=de5ddd46-3c36-4e62-80d5-8bc8a5dcba0e))

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Taqueria Guadalupe ",3652,"Restaurant","212-828-6520",,"Restaurants/Bars",40.79372,-73.944945,"1743 Lexington Avenue, New York, NY 10029 ","Open","Yes","Yes","grubhub, DELIVERY.COM
","Monday- Sunday 12pm-Midnight
","### [GRUBHUB](https://www.grubhub.com/restaurant/taqueria-guadalupe-1743-lexington-ave-new-york/206038), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/taqueria-guadalupe)

",true,,,"Restaurant/Bar","yes","no","### [GRUBHUB](https://www.grubhub.com/restaurant/taqueria-guadalupe-1743-lexington-ave-new-york/206038), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/taqueria-guadalupe)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Taste of Seafood",3653,"UGC website","212-866-0275","https://www.atasteofseafood.com/","Restaurants/Bars",40.816189,-73.946424,"2530 Frederick Douglass Boulevard, New York, NY 10030 ","Open","Yes","Yes","Grubhub
","Tuesday-Friday 11am-8pm, Saturday 12pm-8pm	
","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/a-taste-of-seafood-east-harlem/vdHwqiwsSd-1BcxqoMMMAw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/a-taste-of-seafood-express-1980-3rd-ave-new-york/622450?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/a-taste-of-seafood-express-1980-3rd-ave-new-york/622450?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [DOORDASH](https://www.doordash.com/store/a-taste-of-seafood-new-york-785052/?utm_campaign=gpa)

",true,true,"https://www.instagram.com/atasteofseafood_nyc/","Restaurant/Bar","no",,"### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/a-taste-of-seafood-east-harlem/vdHwqiwsSd-1BcxqoMMMAw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/a-taste-of-seafood-express-1980-3rd-ave-new-york/622450?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/a-taste-of-seafood-express-1980-3rd-ave-new-york/622450?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [DOORDASH](https://www.doordash.com/store/a-taste-of-seafood-new-york-785052/?utm_campaign=gpa)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"TeamworkOn3 Juice Bar",3654,"Restaurant","646-657-0788","https://twjuices.com/","Restaurants/Bars",40.802445,-73.938564,"2007 Lexington Avenue, New York, NY 10035 ","Open","Yes","Yes","
","Monday-Sunday 10 a.m.-10 p.m
","### [GRUBHUB](https://www.grubhub.com/restaurant/teamworkon3-juice-2007-lexington-ave-new-york/2070648), [UBER EATS](https://www.ubereats.com/us-es/new-york/food-delivery/teamworkon3-juices-east-harlem/V8_rUD5sSau0DMR4G2eLPw)

",true,true,"https://www.instagram.com/twjuices/","Restaurant/Bar","yes","n/a","### [GRUBHUB](https://www.grubhub.com/restaurant/teamworkon3-juice-2007-lexington-ave-new-york/2070648), [UBER EATS](https://www.ubereats.com/us-es/new-york/food-delivery/teamworkon3-juices-east-harlem/V8_rUD5sSau0DMR4G2eLPw)

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Teranga",3655,"UGC website","(203) 571-7524","https://linktr.ee/Itsteranga","Restaurants/Bars",40.7963,-73.949103,"1280 Fifth Avenue, New York, NY 10029","Open","Yes","Yes","in-house, grubhub, uber eats, caviar, doordash
","Tuesday-Sunday 12-8 p.m.
","### [IN-HOUSE](https://itsteranga.com/order), [GRUBHUB](https://www.grubhub.com/restaurant/teranga-1280-5th-ave-new-york/2041350?gclid=EAIaIQobChMIwN_x3P7b6AIVlo3ICh2dRgHxEAAYAiAAEgLB6vD_BwE&gclsrc=aw.ds), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/teranga/Hi95J0HrSoqouIjvW7xoyQ), [CAVIAR](https://www.trycaviar.com/m/teranga-13528?_branch_match_id=643643834735636522&cav_medium=widget&cav_source=mer-SDmeBuN4ArOdJk1LCcioDQ&how=delivery&merchant_token=mer-SDmeBuN4ArOdJk1LCcioDQ&utm_campaign=link&utm_content=teranga-13528&utm_medium=restaurant_partners&utm_source=widget&utm_term=manhattan), [DOORDASH](https://www.doordash.com/store/teranga-new-york-914227/en-US)

",true,true,"https://www.instagram.com/itsteranga_/","Restaurant/Bar","yes","no","### [IN-HOUSE](https://itsteranga.com/order), [GRUBHUB](https://www.grubhub.com/restaurant/teranga-1280-5th-ave-new-york/2041350?gclid=EAIaIQobChMIwN_x3P7b6AIVlo3ICh2dRgHxEAAYAiAAEgLB6vD_BwE&gclsrc=aw.ds), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/teranga/Hi95J0HrSoqouIjvW7xoyQ), [CAVIAR](https://www.trycaviar.com/m/teranga-13528?_branch_match_id=643643834735636522&cav_medium=widget&cav_source=mer-SDmeBuN4ArOdJk1LCcioDQ&how=delivery&merchant_token=mer-SDmeBuN4ArOdJk1LCcioDQ&utm_campaign=link&utm_content=teranga-13528&utm_medium=restaurant_partners&utm_source=widget&utm_term=manhattan), [DOORDASH](https://www.doordash.com/store/teranga-new-york-914227/en-US)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Thai BKK",3656,"Ayana H","212-860-2270",,"Restaurants/Bars",40.802815,-73.938332,"2021 Lexington Avenue, New York, NY 10035 ","Open","Yes","Yes","grubhub, postmates
",,"### [SEAMLESS](https://www.seamless.com/menu/thai-bkk-2021-lexington-ave-new-york/348812?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [UBEREATS](https://www.ubereats.com/new-york/food-delivery/thai-bkk-east-harlem/UYShjMcoQVWOJrUHAWldWA/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/thai-bkk-2021-lexington-ave-new-york/348812?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [DOORDASH](https://www.doordash.com/store/thai-bkk-new-york-336451/?utm_campaign=gpa), [POSTMATES](https://postmates.com/merchant/98106c4a-b59a-41ad-8e87-fc6cf70b0fbd)

",,,,"Restaurant/Bar",,"no","### [SEAMLESS](https://www.seamless.com/menu/thai-bkk-2021-lexington-ave-new-york/348812?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [UBEREATS](https://www.ubereats.com/new-york/food-delivery/thai-bkk-east-harlem/UYShjMcoQVWOJrUHAWldWA/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/thai-bkk-2021-lexington-ave-new-york/348812?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [DOORDASH](https://www.doordash.com/store/thai-bkk-new-york-336451/?utm_campaign=gpa), [POSTMATES](https://postmates.com/merchant/98106c4a-b59a-41ad-8e87-fc6cf70b0fbd)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Thai Super",3657,"Restaurant","646-559-1339",,"Restaurants/Bars",40.799377,-73.939908,"166 East 118th Street, New York, NY 10035 ","Open","Yes","Yes","in-house, grubhub, uber eats
","Monday- Sunday 12:30-9:45 p.m
","### [GRUBHUB](https://www.grubhub.com/restaurant/thai-super-166-e-118th-st-new-york/1426646), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/thai-super/W5VU-rnNTeOiFK4ns7Im-Q?&&adg_id=92785478334&campaign_id=937838108&cre=416554235734&dev=c&dev_m=&fi_id=&gclid=EAIaIQobChMIuemtn87X6AIVGWyGCh2SUQKREAAYAiAAEgI3TvD_BwE&gclsrc=aw.ds&gclsrc=aw.ds&kw=thai%20super&kwid=kwd-865099016321&match=e&net=g&placement=&tar=&utm_campaign=search-google-nonbrand_1_5_us-newyorkcity_e_txt_acq_cpc_en-us_thai%20super_kwd-865099016321_416554235734_92785478334_e_c&utm_source=AdWords_NonBrand)

",,,,"Restaurant/Bar","no","no","### [GRUBHUB](https://www.grubhub.com/restaurant/thai-super-166-e-118th-st-new-york/1426646), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/thai-super/W5VU-rnNTeOiFK4ns7Im-Q?&&adg_id=92785478334&campaign_id=937838108&cre=416554235734&dev=c&dev_m=&fi_id=&gclid=EAIaIQobChMIuemtn87X6AIVGWyGCh2SUQKREAAYAiAAEgI3TvD_BwE&gclsrc=aw.ds&gclsrc=aw.ds&kw=thai%20super&kwid=kwd-865099016321&match=e&net=g&placement=&tar=&utm_campaign=search-google-nonbrand_1_5_us-newyorkcity_e_txt_acq_cpc_en-us_thai%20super_kwd-865099016321_416554235734_92785478334_e_c&utm_source=AdWords_NonBrand)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"The Chipped Cup",3658,"Restaurant","212-368-8881","https://squareup.com/gift/4BZAZRZWVTJK1/order","Restaurants/Bars",40.82852,-73.948515,"3610 Broadway, New York, NY 10031 ","Open","Yes","Yes","
","Monday-Sunday 8am-6pm	
","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/chipped-cup/p-5M7Ze0SOWZZty9Yq07CA/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/the-chipped-cup-3610-broadway-new-york/2198128?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/the-chipped-cup-3610-broadway-new-york/2198128?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [POSTMATES](https://postmates.com/merchant/3ca9ac74-eade-4118-b84c-e7fec723b278))

",,,"https://www.instagram.com/chippedcupny/","Restaurant/Bar","yes","no","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/chipped-cup/p-5M7Ze0SOWZZty9Yq07CA/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/the-chipped-cup-3610-broadway-new-york/2198128?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/the-chipped-cup-3610-broadway-new-york/2198128?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [POSTMATES](https://postmates.com/merchant/3ca9ac74-eade-4118-b84c-e7fec723b278))

","2020-10-29","2020-06-15T20:53:30.000Z","
","Mess Hall Is a neighborhood bar specializing in craft beer & spirits in a warm environment.  It is the love child of uptown coffee shop moguls Aaron Baird and Karen Cantor (Double Dutch, Chipped Cup, Filtered) and downtown nightlife Singer/Songwriter Shanna Sharp. The three Harlem residents are excited to bring a charming space with rustic cocktails and food in a vibrant and popular area of Harlem.",,,
